species	MGI	UniProtKB	gene	ID
MOUSE	5433890	J3QMQ4	Protein Gm21726	Gm21726
MOUSE	1920916	Q8VE80	THO complex subunit 3	Thoc3
MOUSE	1922946	Q91YR7	Pre-mRNA-processing factor 6	Prpf6
MOUSE	1354367	Q80X85	"28S ribosomal protein S7, mitochondrial"	Mrps7
MOUSE	2443973	Q8K1L0	Cyclic AMP-responsive element-binding protein 5	Creb5
MOUSE	1921398	Q5SW19	Clustered mitochondria protein homolog	Cluh
MOUSE	1333805	Q9R0U0	Serine/arginine-rich splicing factor 10	Srsf10
MOUSE	1919818	Q8C735	Protein lin-9 homolog	Lin9
MOUSE	1917030	Q7TN29	Stromal membrane-associated protein 2	Smap2
MOUSE	3026959	Q5DTV4	Probable ribonuclease ZC3H12C	Zc3h12c
MOUSE	1913877	Q9CQ04	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2	Ogfod2
MOUSE	1332671	Q9QZ09	Putative homeodomain transcription factor 1	Phtf1
MOUSE	106016	P62996	Transformer-2 protein homolog beta	Tra2b
MOUSE	96196	P32043	Homeobox protein Hox-C5	Hoxc5
MOUSE	105085	Q64700	Retinoblastoma-like protein 2	Rbl2
MOUSE	2140726	Q8C3X4	"Translation factor Guf1, mitochondrial"	Guf1
MOUSE	108398	O08609	Max-like protein X	Mlx
MOUSE	1353455	Q68FG1	MutL homolog 3 (E coli)	Mlh3
MOUSE	2385255	Q8BJZ4	"28S ribosomal protein S35, mitochondrial"	Mrps35
MOUSE	98215	P28704	Retinoic acid receptor RXR-beta	Rxrb
MOUSE	1923686	Q8BFR5	"Elongation factor Tu, mitochondrial"	Tufm
MOUSE	1924001	Q8BYH8	Chromodomain-helicase-DNA-binding protein 9	Chd9
MOUSE	3642927	A2AHC8	Protein Gm5751 (Fragment)	Gm5751
MOUSE	1289147	Q6S7F2	Transcription factor E2F7	E2f7
MOUSE	1352463	Q60644	Oxysterols receptor LXR-beta	Nr1h2
MOUSE	2180853	Q8VI97	"2',5'-oligoadenylate synthetase-like 6"	Oas1h
MOUSE	2448458	Q8BFU2	Histone H2A type 3	Hist3h2a
MOUSE	101938	Q9JK91	DNA mismatch repair protein Mlh1	Mlh1
MOUSE	1913815	Q8BSL0	Protein Zkscan8	Zkscan8
MOUSE	1354721	Q9QXX4	Calcium-binding mitochondrial carrier protein Aralar2	Slc25a13
MOUSE	2137896	Q8C0P7	Zinc finger protein 451	Znf451
MOUSE	97352	P97436	Homeobox protein Nkx-3.1	Nkx3-1
MOUSE	1913742	Q9CPW7	Zinc finger matrin-type protein 2	Zmat2
MOUSE	1921004	Q8CHW1	THAP domain-containing protein 1	Thap1
MOUSE	1349474	Q9D174	SS18-like protein 2	Ss18l2
MOUSE	1333803	Q9Z321	DNA topoisomerase 3-beta-1	Top3b
MOUSE	1922269	Q9D5A9	Inactive ribonuclease-like protein 10	Rnase10
MOUSE	88115	Q03265	"ATP synthase subunit alpha, mitochondrial"	Atp5a1
MOUSE	2140368	Q8VEJ1	GPN-loop GTPase 2	Gpn2
MOUSE	4937303	F6QL70	Protein Gm17669	Gm17669
MOUSE	1914584	Q9CR04	Huntingtin-interacting protein M	Hypm
MOUSE	1920086	H7BX60	Protein Pot1b	Pot1b
MOUSE	1925644	Q8K301	Probable ATP-dependent RNA helicase DDX52	Ddx52
MOUSE	3648776	L7MUB9	Protein Rhox2g	Rhox2g
MOUSE	98494	Q60707	T-box transcription factor TBX2	Tbx2
MOUSE	101845	P25206	DNA replication licensing factor MCM3	Mcm3
MOUSE	1924034	Q91YJ5	"Translation initiation factor IF-2, mitochondrial"	Mtif2
MOUSE	1913461	E9PWZ3	Protein Rpl3l	Rpl3l
MOUSE	98341	Q62376	U1 small nuclear ribonucleoprotein 70 kDa	Snrnp70
MOUSE	2448404	P10854	Histone H2B type 1-M	Hist1h2bm
MOUSE	2443584	P59178	Lethal(3)malignant brain tumor-like protein 2	L3mbtl2
MOUSE	1927238	Q9ERL0	Btk-PH-domain binding protein	Mllt1
MOUSE	88289	P30658	Chromobox protein homolog 2	Cbx2
MOUSE	1915344	Q6PDG5	SWI/SNF complex subunit SMARCC2	Smarcc2
MOUSE	1927347	O54941	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	Smarce1
MOUSE	2443805	Q8BMQ3	Zinc finger protein basonuclin-2	Bnc2
MOUSE	96176	P06798	Homeobox protein Hox-A4	Hoxa4
MOUSE	98359	Q7M6Y2	Transcription factor SOX-11	Sox11
MOUSE	1915467	Q7TSC1	Protein PRRC2A	Prrc2a
MOUSE	1351625	Q9R207	Nibrin	Nbn
MOUSE	96646	P05627	Transcription factor AP-1	Jun
MOUSE	2384589	E9PZP8	Protein Herc1	Herc1
MOUSE	1919709	Q8BGC0	HIV Tat-specific factor 1 homolog	Htatsf1
MOUSE	1915587	Q9DCT8	Cysteine-rich protein 2	Crip2
MOUSE	2449470	Q80WT2	Doublesex- and mab-3-related transcription factor 3	Dmrt3
MOUSE	3041206	Q4PLS0	NACHT	Nlrp2
MOUSE	1917912	Q8BXK9	Chloride intracellular channel protein 5	Clic5
MOUSE	1352462	Q9Z0Y9	Oxysterols receptor LXR-alpha	Nr1h3
MOUSE	2446244	E9PYH6	Protein Setd1a	Setd1a
MOUSE	3045259	E9Q9W1	Protein 4930432E11Rik	4930432E11Rik
MOUSE	2151118	Q9JI20	Double-stranded RNA-specific editase B2	Adarb2
MOUSE	3644991	V9GWY0	MCG1288	mCG_1288
MOUSE	1919666	Q6PB66	"Leucine-rich PPR motif-containing protein, mitochondrial"	Lrpprc
MOUSE	2444911	Q8BL03	Mitochondrial carnitine/acylcarnitine carrier protein CACL	Slc25a29
MOUSE	98366	Q06831	Transcription factor SOX-4	Sox4
MOUSE	95387	Q04742	Homeobox protein EMX1	Emx1
MOUSE	2153272	Q80YV3	Transformation/transcription domain-associated protein	Trrap
MOUSE	97250	P01108	Myc proto-oncogene protein	Myc
MOUSE	2158340	Q6P3E7	Histone deacetylase 10	Hdac10
MOUSE	98480	P22091	T-cell acute lymphocytic leukemia protein 1 homolog	Tal1
MOUSE	1347474	Q61660	Forkhead box protein J1	Foxj1
MOUSE	102672	Q64131	Runt-related transcription factor 3	Runx3
MOUSE	2444912	Q8R003	Muscleblind-like protein 3	Mbnl3
MOUSE	1889575	Q99MU3	Double-stranded RNA-specific adenosine deaminase	Adar
MOUSE	1918771	Q6A026	Sister chromatid cohesion protein PDS5 homolog A	Pds5a
MOUSE	1890464	Q923L6	Eosinophil-associated ribonuclease 10	Ear10
MOUSE	107543	Q61473	Transcription factor SOX-17	Sox17
MOUSE	1098533	Q8K114	Integrator complex subunit 9	Ints9
MOUSE	1353582	Q9QY15	ATP-dependent RNA helicase DDX25	Ddx25
MOUSE	3531417	Q5RJ54	Zinc finger and SCAN domain-containing protein 26	Zscan26
MOUSE	1918893	Q0VGT4	Uncharacterized protein C4orf21 homolog	unassigned
MOUSE	1195270	O54836	Zinc finger matrin-type protein 3	Zmat3
MOUSE	2147194	Q5SFM8	RNA-binding protein 27	Rbm27
MOUSE	1929253	Q9JL62	Glycolipid transfer protein	Gltp
MOUSE	97290	P25233	Necdin	Ndn
MOUSE	1913809	Q9CPW9	"Methionine aminopeptidase 1D, mitochondrial"	Metap1d
MOUSE	3642325	E9Q3B5	Uncharacterized protein	Gm10774
MOUSE	1916413	Q9CY73	"39S ribosomal protein L44, mitochondrial"	Mrpl44
MOUSE	1338002	O88741	Ganglioside-induced differentiation-associated protein 1	Gdap1
MOUSE	104976	P54823	Probable ATP-dependent RNA helicase DDX6	Ddx6
MOUSE	1891925	O35737	Heterogeneous nuclear ribonucleoprotein H	Hnrnph1
MOUSE	2446782	B1AUS7	Protein Ssxa1	Ssxa1
MOUSE	1932093	P97875	Jun dimerization protein 2	Jdp2
MOUSE	1276116	B2RWS6	Histone acetyltransferase p300	Ep300
MOUSE	1914921	Q9JJI8	60S ribosomal protein L38	Rpl38
MOUSE	1270840	O70273	ETS homologous factor	Ehf
MOUSE	1350924	P56477	Interferon regulatory factor 5	Irf5
MOUSE	105126	P54726	UV excision repair protein RAD23 homolog A	Rad23a
MOUSE	1195345	Q08376	Zinc finger and BTB domain-containing protein 14	Zbtb14
MOUSE	1313275	O35980	Endonuclease III-like protein 1	Nthl1
MOUSE	1347044	Q9WUV0	Origin recognition complex subunit 5	Orc5
MOUSE	109619	P70447	Neurogenin-2	Neurog2
MOUSE	98872	P26687	Twist-related protein 1	Twist1
MOUSE	1913431	Q9CQS2	H/ACA ribonucleoprotein complex subunit 3	Nop10
MOUSE	2148204	Q8BYH0	Dorsal root ganglia homeobox protein	Drgx
MOUSE	1352453	P43136	Nuclear receptor subfamily 2 group F member 6	Nr2f6
MOUSE	2387796	Q8K5B9	Protein Tgif2lx1	Tgif2lx1
MOUSE	1913747	Q9CZT6	Protein CMSS1	Cmss1
MOUSE	99852	Q03347	Runt-related transcription factor 1	Runx1
MOUSE	1330307	Q8BG36	Doublesex- and mab-3-related transcription factor 2	Dmrt2
MOUSE	2448314	Q64522	Histone H2A type 2-B	Hist2h2ab
MOUSE	1921585	Q9CXE6	DNA repair protein XRCC3	Xrcc3
MOUSE	1345150	O89033	Cell division control protein 6 homolog	Cdc6
MOUSE	2146565	Q8CCT7	Putative methyltransferase NSUN3	Nsun3
MOUSE	107307	Q8C0D7	Inhibitor of growth protein 4	Ing4
MOUSE	1196908	P23881	Transcription elongation factor A protein 3	Tcea3
MOUSE	1355334	Q9JKN5	Oligodendrocyte transcription factor 1	Olig1
MOUSE	1917156	Q8BMG8	Mitochondrial folate transporter/carrier	Slc25a32
MOUSE	108420	Q60795	Nuclear factor erythroid 2-related factor 2	Nfe2l2
MOUSE	1859852	Q9JHE6	Transcription cofactor HES-6	Hes6
MOUSE	95668	P48031	Homeobox protein GBX-2	Gbx2
MOUSE	98367	P35710	Transcription factor SOX-5	Sox5
MOUSE	3580246	A2A4F1	Protein Rhox7	Rhox7
MOUSE	1929721	Q9CYH6	Ribosome biogenesis regulatory protein homolog	Rrs1
MOUSE	2147897	Q8K1K4	Centromere protein I	Cenpi
MOUSE	2684854	A2A3V2	Solute carrier family 25 member 43	Slc25a43
MOUSE	1914928	P62311	U6 snRNA-associated Sm-like protein LSm3	Lsm3
MOUSE	3642298	F6YVP7	Uncharacterized protein	Gm10260
MOUSE	108013	O08934	Homeobox protein unc-4 homolog	Uncx
MOUSE	96187	P09023	Homeobox protein Hox-B6	Hoxb6
MOUSE	1923848	Q3THK3	General transcription factor IIF subunit 1	Gtf2f1
MOUSE	3645905	F6WJV0	Uncharacterized protein	Gm10064
MOUSE	2153089	Q924T2	"28S ribosomal protein S2, mitochondrial"	Mrps2
MOUSE	98493	P70323	T-box transcription factor TBX1	Tbx1
MOUSE	108564	P97367	Homeobox protein Meis2	Meis2
MOUSE	1858421	Q9JL61	DNA-binding protein Rfx5	Rfx5
MOUSE	2385621	E9Q3G8	Protein Nup153	Nup153
MOUSE	1309478	O88379	Bromodomain adjacent to zinc finger domain protein 1A	Baz1a
MOUSE	1351474	Q9QXX8	Nuclear fragile X mental retardation-interacting protein 1	Nufip1
MOUSE	3644226	E9PV04	Protein Gm8994	Gm8994
MOUSE	1917473	Q8BP47	"Asparagine--tRNA ligase, cytoplasmic"	Nars
MOUSE	1922830	Q5F293	Protein Zbtb4	Zbtb4
MOUSE	98358	Q04888	Transcription factor SOX-10	Sox10
MOUSE	3647751	A2AD25	MCG49690	Gm4987
MOUSE	98073	P14148	60S ribosomal protein L7	Rpl7
MOUSE	2181434	Q8CHP6	Polyhomeotic-like protein 3	Phc3
MOUSE	109349	P16951	Cyclic AMP-dependent transcription factor ATF-2	Atf2
MOUSE	107180	Q60775	ETS-related transcription factor Elf-1	Elf1
MOUSE	96647	P09450	Transcription factor jun-B	Junb
MOUSE	3779885	J3QP31	Uncharacterized protein	Gm9476
MOUSE	108087	Q61035	"Histidine--tRNA ligase, cytoplasmic"	Hars
MOUSE	2443432	Q8BUR3	Forkhead box protein J3	Foxj3
MOUSE	2676627	P60322	Nanos homolog 2	Nanos2
MOUSE	3641861	A2ADM8	Protein Zfp831	Zfp831
MOUSE	1914315	Q91WD1	DNA-directed RNA polymerase III subunit RPC4	Polr3d
MOUSE	2653629	A2A9A2	Doublesex- and mab-3-related transcription factor A2	Dmrta2
MOUSE	104592	Q8C854	Myelin expression factor 2	Myef2
MOUSE	3704486	Q66JS6	Eukaryotic translation initiation factor 3 subunit J-B	Eif3j2
MOUSE	109169	P97481	Endothelial PAS domain-containing protein 1	Epas1
MOUSE	2676630	E9Q5R7	"NACHT, LRR and PYD domains-containing protein 12"	Nlrp12
MOUSE	1919191	Q8BYM8	"Probable cysteine--tRNA ligase, mitochondrial"	Cars2
MOUSE	1922314	Q9D548	Cellular nucleic acid binding protein 2	Zcchc13
MOUSE	1914832	Q5U680	S-adenosylmethionine mitochondrial carrier protein	Slc25a26
MOUSE	1925553	Q9D2U9	Histone H2B type 3-A	Hist3h2ba
MOUSE	1341044	O08583	THO complex subunit 4	Alyref
MOUSE	1920345	Q8R0Y8	Mitochondrial coenzyme A transporter SLC25A42	Slc25a42
MOUSE	103197	P49718	DNA replication licensing factor MCM5	Mcm5
MOUSE	1347056	P62509	Estrogen-related receptor gamma	Esrrg
MOUSE	3780242	J3QMW5	Uncharacterized protein	Gm2075
MOUSE	3644073	D3YW69	Uncharacterized protein	Gm7589
MOUSE	1913961	P70122	Ribosome maturation protein SBDS	Sbds
MOUSE	1934229	O88974	Histone-lysine N-methyltransferase SETDB1	Setdb1
MOUSE	1919725	Q9D032	Single-stranded DNA-binding protein 3	Ssbp3
MOUSE	2654070	Q811W0	Transcription factor SOX-21	Sox21
MOUSE	1270859	Q9R194	Cryptochrome-2	Cry2
MOUSE	98346	P62305	Small nuclear ribonucleoprotein E	Snrpe
MOUSE	2443149	Q8BMI4	Flap endonuclease GEN homolog 1	Gen1
MOUSE	102851	P52946	Pancreas/duodenum homeobox protein 1	Pdx1
MOUSE	1316728	Q8R050	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	Gspt1
MOUSE	1930813	Q91ZD1	Protein odd-skipped-related 2	Osr2
MOUSE	98371	Q04887	Transcription factor SOX-9	Sox9
MOUSE	2442119	Q6PCL9	Poly(A) polymerase gamma	Papolg
MOUSE	98118	P14131	40S ribosomal protein S16	Rps16
MOUSE	104877	Q61657	Transcription factor HES-3	Hes3
MOUSE	1890077	Q9R1E0	Forkhead box protein O1	Foxo1
MOUSE	2139371	Q497V6	Bromo adjacent homology domain-containing 1 protein	Bahd1
MOUSE	5434040	F6XK35	Protein Gm21876	Gm21876
MOUSE	1346074	Q9WVR4	Fragile X mental retardation syndrome-related protein 2	Fxr2
MOUSE	1915220	Q8BX32	Structure-specific endonuclease subunit SLX1	Slx1b
MOUSE	1096317	P62631	Elongation factor 1-alpha 2	Eef1a2
MOUSE	104740	P23204	Peroxisome proliferator-activated receptor alpha	Ppara
MOUSE	107379	Q64471	Glutathione S-transferase theta-1	Gstt1
MOUSE	1913754	Q3TLH4	Protein PRRC2C	Prrc2c
MOUSE	1928738	Q9Z2Z6	Mitochondrial carnitine/acylcarnitine carrier protein	Slc25a20
MOUSE	2442675	F8VPJ6	Protein Rfx7	Rfx7
MOUSE	3704137	L7MU37	Protein Rhox3h	Rhox3h
MOUSE	108014	P70700	DNA-directed RNA polymerase I subunit RPA2	Polr1b
MOUSE	103062	P42228	Signal transducer and activator of transcription 4	Stat4
MOUSE	2142581	Q6P2L6	Histone-lysine N-methyltransferase NSD3	Whsc1l1
MOUSE	1914229	Q9CQ36	DNA polymerase epsilon subunit 4	Pole4
MOUSE	2445193	Q8VCY6	U3 small nucleolar RNA-associated protein 6 homolog	Utp6
MOUSE	98159	P62754	40S ribosomal protein S6	Rps6
MOUSE	3704243	L7N482	Protein Mterf1b	Mterf1b
MOUSE	2444772	Q8C0Q2	Zinc fingers and homeoboxes protein 3	Zhx3
MOUSE	2445356	Q99K82	Spermine oxidase	Smox
MOUSE	1891436	Q99JB6	Forkhead box protein P3	Foxp3
MOUSE	105091	Q61502	Transcription factor E2F5	E2f5
MOUSE	1924147	Q8BTF8	RNA-binding Raly-like protein	Ralyl
MOUSE	2385884	Q921N6	Probable ATP-dependent RNA helicase DDX27	Ddx27
MOUSE	1352754	Q9QYB1	Chloride intracellular channel protein 4	Clic4
MOUSE	109632	O35602	Retinal homeobox protein Rx	Rax
MOUSE	1914457	Q8VC85	U6 snRNA-associated Sm-like protein LSm1	Lsm1
MOUSE	2443590	Q6AXC6	Probable ATP-dependent RNA helicase DDX11	Ddx11
MOUSE	96204	P23812	Homeobox protein Hox-D12	Hoxd12
MOUSE	3646231	Q4KL20	MCG6337	Gm4745
MOUSE	104654	P48985	Protein atonal homolog 1	Atoh1
MOUSE	1278332	O88282	B-cell CLL/lymphoma 6 member B protein	Bcl6b
MOUSE	107755	Q62414	Neurogenic differentiation factor 2	Neurod2
MOUSE	1347465	O88621	Forkhead box protein H1	Foxh1
MOUSE	2681828	Q5ND34	WD repeat-containing protein 81	Wdr81
MOUSE	1350930	P49962	Signal recognition particle 9 kDa protein	Srp9
MOUSE	1915913	A2ASZ8	Calcium-binding mitochondrial carrier protein SCaMC-2	Slc25a25
MOUSE	1914320	Q8K2F8	Protein LSM14 homolog A	Lsm14a
MOUSE	1914489	Q9JJ80	Ribosome production factor 2 homolog	Rpf2
MOUSE	3647233	F6VZG1	Protein Gm4889	Gm4889
MOUSE	1352459	Q64249	Nuclear receptor subfamily 6 group A member 1	Nr6a1
MOUSE	97850	Q64012	RNA-binding protein Raly	Raly
MOUSE	2137221	Q9CQL4	"39S ribosomal protein L20, mitochondrial"	Mrpl20
MOUSE	3642754	D3Z1N9	MCG9889	Gm10709
MOUSE	104991	Q60948	Max dimerization protein 4	Mxd4
MOUSE	2682319	Q6PDK2	Histone-lysine N-methyltransferase 2D	Kmt2d
MOUSE	103038	P42227	Signal transducer and activator of transcription 3	Stat3
MOUSE	103557	P51612	DNA repair protein complementing XP-C cells homolog	Xpc
MOUSE	103188	P97863	Nuclear factor 1 B-type	Nfib
MOUSE	2444008	A2A654	Protein Bptf	Bptf
MOUSE	1343961	P54276	DNA mismatch repair protein Msh6	Msh6
MOUSE	1924841	Q80Y44	Probable ATP-dependent RNA helicase DDX10	Ddx10
MOUSE	1890613	Q9EQ61	Pescadillo homolog	Pes1
MOUSE	1933277	Q99PM3	Transcription initiation factor IIA subunit 1	Gtf2a1
MOUSE	2444156	Q8BTU7	RCC1 domain-containing protein 1	Rccd1
MOUSE	1861602	Q8BQZ5	Cleavage and polyadenylation specificity factor subunit 4	Cpsf4
MOUSE	96192	P31257	Homeobox protein Hox-C10	Hoxc10
MOUSE	1891824	Q9JIX8	Apoptotic chromatin condensation inducer in the nucleus	Acin1
MOUSE	1914311	Q8BMD2	Zinc finger protein DZIP1	Dzip1
MOUSE	1914060	Q8BHS3	Pre-mRNA-splicing factor RBM22	Rbm22
MOUSE	3648424	F7CXS7	Protein Gm6434	Gm6434
MOUSE	1920421	Q8C1Z8	tRNA methyltransferase 10 homolog A	Trmt10a
MOUSE	1201780	P50516	V-type proton ATPase catalytic subunit A	Atp6v1a
MOUSE	98885	Q64707	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1	Zrsr1
MOUSE	1202876	Q9Z1J1	Transcription factor 7-like 1	Tcf7l1
MOUSE	1913835	Q6PE01	U5 small nuclear ribonucleoprotein 40 kDa protein	Snrnp40
MOUSE	109295	Q62255	Sal-like protein 3	Sall3
MOUSE	1196624	P10711	Transcription elongation factor A protein 1	Tcea1
MOUSE	1932622	Q8C7E9	Cleavage stimulation factor subunit 2 tau variant	Cstf2t
MOUSE	2385071	Q8BWY3	Eukaryotic peptide chain release factor subunit 1	Etf1
MOUSE	2448387	Q64478	Histone H2B type 1-H	Hist1h2bh
MOUSE	2151172	Q924K8	Metastasis-associated protein MTA3	Mta3
MOUSE	109591	P70255	Nuclear factor 1 C-type	Nfic
MOUSE	1889585	Q9ER74	Sal-like protein 1	Sall1
MOUSE	2147679	Q3TC46	Protein PAT1 homolog 1	Patl1
MOUSE	1858598	O35292	Eosinophil cationic-type ribonuclease 5	Ear5
MOUSE	3028576	Q6NZL1	DEAH (Asp-Glu-Ala-His) box polypeptide 37	Dhx37
MOUSE	105050	Q02395	Metal-response element-binding transcription factor 2	Mtf2
MOUSE	95412	P07903	DNA excision repair protein ERCC-1	Ercc1
MOUSE	1922814	Q9D9V4	Radial spoke head protein 9 homolog	Rsph9
MOUSE	2448295	Q8CGP6	Histone H2A type 1-H	Hist1h2ah
MOUSE	3643794	Q3UTA4	Protein Gm5662	Gm5662
MOUSE	1918041	Q99KK9	"Probable histidine--tRNA ligase, mitochondrial"	Hars2
MOUSE	2448567	E9PZM4	Chromodomain-helicase-DNA-binding protein 2	Chd2
MOUSE	2140843	Q8BHY2	Nucleolar complex protein 4 homolog	Noc4l
MOUSE	2451333	Q80U38	Protein KHNYN	Khnyn
MOUSE	1349481	Q9QXV3	Inhibitor of growth protein 1	Ing1
MOUSE	1352464	Q60641	Bile acid receptor	Nr1h4
MOUSE	1917689	Q8BQ46	Protein Taf15	Taf15
MOUSE	2148705	P58463	Forkhead box protein P2	Foxp2
MOUSE	2443930	Q6ZPI3	Ligand-dependent corepressor	Lcor
MOUSE	2444402	Q8C8S0	Protein Zbtb26	Zbtb26
MOUSE	107490	Q61823	Programmed cell death protein 4	Pdcd4
MOUSE	1329021	Q9QUM7	MutS protein homolog 5	Msh5
MOUSE	2429611	Q3TL44	NLR family member X1	Nlrx1
MOUSE	1913611	Q8BFR6	AN1-type zinc finger protein 1	Zfand1
MOUSE	107708	Q62280	Protein SSXT	Ss18
MOUSE	1914632	Q8K2F0	Bromodomain-containing protein 3	Brd3
MOUSE	2444584	Q69Z66	Histone H2A deubiquitinase MYSM1	Mysm1
MOUSE	1328306	Q60862	Origin recognition complex subunit 2	Orc2
MOUSE	99603	Q6DIC0	Probable global transcription activator SNF2L2	Smarca2
MOUSE	1917677	Q3U3N0	Mesoderm induction early response protein 2	Mier2
MOUSE	98002	P35979	60S ribosomal protein L12	Rpl12
MOUSE	1915290	Q9DB42	Zinc finger protein 593	Znf593
MOUSE	1915464	Q8K2Q2	Glutathione S-transferase omega-2	Gsto2
MOUSE	1920974	Q9D1I5	"Methylmalonyl-CoA epimerase, mitochondrial"	Mcee
MOUSE	1922816	Q9D8Y8	Inhibitor of growth protein 5	Ing5
MOUSE	1918518	Q91WK0	Leucine-rich repeat flightless-interacting protein 2	Lrrfip2
MOUSE	1929915	Q9JL19	Nuclear receptor coactivator 6	Ncoa6
MOUSE	1921266	Q9CXG9	PHD finger protein 19	Phf19
MOUSE	2183559	Q9EPJ9	ADP-ribosylation factor GTPase-activating protein 1	Arfgap1
MOUSE	2448309	Q8CGP5	Histone H2A type 1-F	Hist1h2af
MOUSE	1353569	Q9QY14	Forkhead box protein E3	Foxe3
MOUSE	2444748	A2AJK6	Chromodomain-helicase-DNA-binding protein 7	Chd7
MOUSE	1890128	Q9EQM5	Homeobox protein GPBOX	Rhox9
MOUSE	1914243	Q6P9Z1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3	Smarcd3
MOUSE	2686215	A2ADF7	Solute carrier family 25 member 34	Slc25a34
MOUSE	1915297	Q3TV65	MPN domain-containing protein	Mpnd
MOUSE	3028627	Q66X01	"NACHT, LRR and PYD domains-containing protein 9C"	Nlrp9c
MOUSE	2141990	Q91WS2	"NACHT, LRR and PYD domains-containing protein 6"	Nlrp6
MOUSE	108028	Q9JKK8	Serine/threonine-protein kinase ATR	Atr
MOUSE	1196288	O55135	Eukaryotic translation initiation factor 6	Eif6
MOUSE	1915481	Q9CQ70	Histone H2A-Bbd type 1	H2afb1
MOUSE	2679272	Q3UHR0	BAH and coiled-coil domain-containing protein 1	Bahcc1
MOUSE	2685119	Q3UTA9	Eukaryotic translation initiation factor 4E type 1B	Eif4e1b
MOUSE	98370	Q04886	Transcription factor SOX-8	Sox8
MOUSE	1915525	Q8VEE4	Replication protein A 70 kDa DNA-binding subunit	Rpa1
MOUSE	1914640	Q5ND52	RNA methyltransferase-like protein 1	Rnmtl1
MOUSE	102688	P27661	Histone H2AX	H2afx
MOUSE	1913335	Q9DCH4	Eukaryotic translation initiation factor 3 subunit F	Eif3f
MOUSE	2138261	Q91VZ6	Stromal membrane-associated protein 1	Smap1
MOUSE	2442306	Q8BGE5	Fanconi anemia group M protein homolog	Fancm
MOUSE	1927664	Q8VDQ8	NAD-dependent protein deacetylase sirtuin-2	Sirt2
MOUSE	3528583	Q5GAM9	Putative inactive ribonuclease 11	Rnase11
MOUSE	1100882	O35690	Paired mesoderm homeobox protein 2B	Phox2b
MOUSE	109301	Q61183	Poly(A) polymerase alpha	Papola
MOUSE	2685139	Q8C267	Histone-lysine N-methyltransferase SETDB2	Setdb2
MOUSE	3642192	E9QAZ2	Ribosomal protein L15	Gm10020
MOUSE	95486	P35550	rRNA 2'-O-methyltransferase fibrillarin	Fbl
MOUSE	97485	P09084	Paired box protein Pax-1	Pax1
MOUSE	1352466	P49117	Nuclear receptor subfamily 2 group C member 2	Nr2c2
MOUSE	1341800	Q9WV93	Hairy/enhancer-of-split related with YRPW motif protein 1	Hey1
MOUSE	1347004	Q6NS57	Mitogen-activated protein kinase-binding protein 1	Mapkbp1
MOUSE	2444734	Q8BXJ8	Zinc finger protein 385B	Znf385b
MOUSE	3613392	Q2MDF8	MCG113261	Rhox4f
MOUSE	103170	P70338	Zinc finger protein Gfi-1	Gfi1
MOUSE	1890373	Q5FWI3	Transmembrane protein 2	Tmem2
MOUSE	1915278	Q9D7S7	60S ribosomal protein L22-like 1	Rpl22l1
MOUSE	1349452	Q9CZT4	DNA-directed RNA polymerase III subunit RPC5	Polr3e
MOUSE	3528592	Q5GAM7	Probable inactive ribonuclease-like protein 13	Rnase13
MOUSE	1352465	Q505F1	Nuclear receptor subfamily 2 group C member 1	Nr2c1
MOUSE	1096329	Q922I5	Forkhead box protein I1	Foxi1
MOUSE	2387178	Q8BFQ8	Parkinson disease 7 domain-containing protein 1	Pddc1
MOUSE	88362	Q07424	Homeobox protein CDX-4	Cdx4
MOUSE	1277133	A6H5X4	PHD finger protein 11	Phf11
MOUSE	95610	Q00422	GA-binding protein alpha chain	Gabpa
MOUSE	1917120	Q8R0C0	DNA-directed RNA polymerase III subunit RPC7-like	Polr3gl
MOUSE	99182	Q07231	Zinc finger and SCAN domain-containing protein 21	Zscan21
MOUSE	1913144	Q9JJW6	Aly/REF export factor 2	Alyref2
MOUSE	2684283	Q673H1	Tumor suppressor candidate gene 1 protein homolog	Tusc1
MOUSE	2446771	Q8C5Z3	Protein Ssxb2	Ssxb2
MOUSE	1914220	Q9CYZ8	Single-stranded DNA-binding protein 2	Ssbp2
MOUSE	1915241	Q9DCM7	Nucleus accumbens-associated protein 2	Nacc2
MOUSE	3782485	E9PZY4	Protein Gm4303	Gm4305
MOUSE	2443267	Q80WC7	Arf-GAP domain and FG repeat-containing protein 2	Agfg2
MOUSE	1340042	B1AVB3	Protein Scml2	Scml2
MOUSE	107374	P70314	Pituitary homeobox 1	Pitx1
MOUSE	3648857	J3QMQ5	MCG129396	Gm6430
MOUSE	102810	Q8BZL8	LIM domain only protein 3	Lmo3
MOUSE	1922637	Q8R216	NAD-dependent protein deacetylase sirtuin-4	Sirt4
MOUSE	1915066	E0CYV9	Protein 1110002E22Rik	1110002E22Rik
MOUSE	1099444	Q9Z1D7	Zinc finger and SCAN domain-containing protein 12	Zscan12
MOUSE	3649412	Q5SZT6	MCG23028	Zkscan4
MOUSE	2147731	Q8CFJ7	Solute carrier family 25 member 45	Slc25a45
