species	MGI	UniProtKB	gene	ID
MOUSE	1916052	Q5DTJ9	Myopalladin	Mypn
MOUSE	95607	P35576	Glucose-6-phosphatase	G6pc
MOUSE	2654325	Q69ZF3	Non-lysosomal glucosylceramidase	Gba2
MOUSE	1350341	Q9EQ08	Heparan N-sulfatase	Sgsh
MOUSE	1202717	P49769	Presenilin-1	Psen1
MOUSE	2443847	Q6V4S5	Protein sidekick-2	Sdk2
MOUSE	105980	P12960	Contactin-1	Cntn1
MOUSE	1918521	Q8VC88	Grancalcin	Gca
MOUSE	1355305	Q9JMH7	Sialidase-3	Neu3
MOUSE	2144506	Q0VDN7	RUN domain-containing protein 1	Rundc1
MOUSE	1917244	A2ADY9	Protein DDI1 homolog 2	Ddi2
MOUSE	2146046	Q811B3	A disintegrin and metalloproteinase with thrombospondin motifs 12	Adamts12
MOUSE	1916769	Q9D9S3	RWD domain-containing protein 2A	Rwdd2a
MOUSE	1919390	Q9CZX2	Centrosomal protein of 89 kDa	Cep89
MOUSE	1343102	Q9Z2I4	Roundabout homolog 3	Robo3
MOUSE	98280	Q01102	P-selectin	Selp
MOUSE	102849	P26262	Plasma kallikrein	Klkb1
MOUSE	97523	Q01065	"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B"	Pde1b
MOUSE	1920412	B1AZ99	OTU domain-containing protein 3	Otud3
MOUSE	2143539	Q571F8	"Glutaminase liver isoform, mitochondrial"	Gls2
MOUSE	2687283	Q5SWZ9	Mitochondrial cardiolipin hydrolase	Pld6
MOUSE	1352756	Q8K394	Inactive phospholipase C-like protein 2	Plcl2
MOUSE	95492	Q9QXD6	"Fructose-1,6-bisphosphatase 1"	Fbp1
MOUSE	106067	Q8CG48	Structural maintenance of chromosomes protein 2	Smc2
MOUSE	1915871	D3YZG8	Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2	Mthfd2l
MOUSE	94919	P28843	Dipeptidyl peptidase 4	Dpp4
MOUSE	109553	P97821	Dipeptidyl peptidase 1	Ctsc
MOUSE	1918568	Q9DC61	Mitochondrial-processing peptidase subunit alpha	Pmpca
MOUSE	1889800	Q9JIF9	Myotilin	Myot
MOUSE	103567	Q04683	C-X-C chemokine receptor type 5	Cxcr5
MOUSE	1261780	P43430	Mast cell protease 8	Mcpt8
MOUSE	2137617	Q99JR5	Tubulointerstitial nephritis antigen-like	Tinagl1
MOUSE	2178076	Q8VEB4	Group XV phospholipase A2	Pla2g15
MOUSE	1914007	Q6P6J0	tRNA-specific adenosine deaminase 2	Adat2
MOUSE	88492	P98064	Mannan-binding lectin serine protease 1	Masp1
MOUSE	1197523	P97435	Enteropeptidase	Tmprss15
MOUSE	1202390	Q8BQC3	Immunoglobulin superfamily DCC subclass member 3	Igdcc3
MOUSE	95764	P36916	Guanine nucleotide-binding protein-like 1	Gnl1
MOUSE	1926334	Q76MZ3	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	Ppp2r1a
MOUSE	105956	Q91ZQ1	"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'"	Pde6c
MOUSE	1915945	Q9D114	"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1"	Hddc3
MOUSE	106065	Q61074	Protein phosphatase 1G	Ppm1g
MOUSE	88563	P28293	Cathepsin G	Ctsg
MOUSE	1354757	P98195	Probable phospholipid-transporting ATPase IIB	Atp9b
MOUSE	1923055	Q91YP2	"Neurolysin, mitochondrial"	Nln
MOUSE	2180216	Q8R4I7	Neuropilin and tolloid-like protein 1	Neto1
MOUSE	1925230	Q6ZPE2	Myotubularin-related protein 5	Sbf1
MOUSE	3528616	F6YUX7	Protein Ear14	Ear14
MOUSE	1915699	Q8BHL3	TBC1 domain family member 10B	Tbc1d10b
MOUSE	2450125	Q8K2X1	Probable phospholipid-transporting ATPase VD	Atp10d
MOUSE	2444782	Q6P9Q6	FK506-binding protein 15	Fkbp15
MOUSE	102758	Q792Z0	Protein Prss3	Prss3
MOUSE	1333863	Q61409	"cGMP-inhibited 3',5'-cyclic phosphodiesterase B"	Pde3b
MOUSE	109559	Q62132	Receptor-type tyrosine-protein phosphatase R	Ptprr
MOUSE	88558	Q9ER05	Chymopasin	Ctrl
MOUSE	2139365	Q7TQI7	Ankyrin repeat and BTB/POZ domain-containing protein 2	Abtb2
MOUSE	3644960	Q8VCU1	Carboxylesterase 3B	Ces3b
MOUSE	1321152	Q99M80	Receptor-type tyrosine-protein phosphatase T	Ptprt
MOUSE	88487	Q8R4V4	Carboxypeptidase Z	Cpz
MOUSE	1920930	Q9CWH1	Zinc finger and BTB domain-containing protein 8A	Zbtb8a
MOUSE	2385115	Q3UFF7	Lysophospholipase-like protein 1	Lyplal1
MOUSE	94917	P31428	Dipeptidase 1	Dpep1
MOUSE	2443362	Q8BHB3	Lymphocyte transmembrane adapter 1	Lax1
MOUSE	1920076	Q80XP8	Protein FAM76B	Fam76b
MOUSE	107801	P56480	"ATP synthase subunit beta, mitochondrial"	Atp5b
MOUSE	104548	E9PV85	Protein Amy2a1 (Fragment)	Amy2a1
MOUSE	88058	Q01339	Beta-2-glycoprotein 1	Apoh
MOUSE	1918560	Q3UYK3	TBC1 domain family member 9	Tbc1d9
MOUSE	103149	Q9R0P9	Ubiquitin carboxyl-terminal hydrolase isozyme L1	Uchl1
MOUSE	1915612	Q8VEK2	Rhomboid domain-containing protein 2	Rhbdd2
MOUSE	97244	Q9WVP9	Interferon-induced GTP-binding protein Mx2	Mx2
MOUSE	96112	P22907	Porphobilinogen deaminase	Hmbs
MOUSE	88015	Q3V1D3	AMP deaminase 1	Ampd1
MOUSE	106054	P62192	26S protease regulatory subunit 4	Psmc1
MOUSE	1926387	Q32MD9	Cell adhesion molecule-related/down-regulated by oncogenes	Cdon
MOUSE	104574	Q64455	Receptor-type tyrosine-protein phosphatase eta	Ptprj
MOUSE	1928379	O54984	ATPase Asna1	Asna1
MOUSE	104642	P31482	"Phospholipase A2, membrane associated"	Pla2g2a
MOUSE	98733	O08710	Thyroglobulin	Tg
MOUSE	1277947	O89106	Bis(5'-adenosyl)-triphosphatase	Fhit
MOUSE	2442168	Q8BGK2	[Protein ADP-ribosylarginine] hydrolase-like protein 1	Adprhl1
MOUSE	1922252	Q3V0Q7	Transmembrane protease serine 12	Tmprss12
MOUSE	1298398	Q61881	DNA replication licensing factor MCM7	Mcm7
MOUSE	1922466	Q8BI22	Centrosomal protein of 128 kDa	Cep128
MOUSE	892021	Q61754	Kallikrein 1-related peptidase b24	Klk1b24
MOUSE	1924045	Q5SVR0	TBC1 domain family member 9B	Tbc1d9b
MOUSE	1934569	Q9Z100	Probable carboxypeptidase X1	Cpxm1
MOUSE	2444308	Q8BGV9	Cysteine protease ATG4D	Atg4d
MOUSE	1915596	Q8K2C6	"NAD-dependent protein deacylase sirtuin-5, mitochondrial"	Sirt5
MOUSE	1923741	Q8VCR7	Alpha/beta hydrolase domain-containing protein 14B	Abhd14b
MOUSE	1330288	Q8VEI3	Hyaluronidase-3	Hyal3
MOUSE	3644284	E0CXI6	Protein Gm5286	Gm5286
MOUSE	2140300	Q69ZQ1	Uncharacterized family 31 glucosidase KIAA1161	Kiaa1161
MOUSE	1346542	P56818	Beta-secretase 1	Bace1
MOUSE	104745	Q7TSK2	Seizure protein 6	Sez6
MOUSE	1923301	Q8BVW0	Neutral alpha-glucosidase C	Ganc
MOUSE	2155445	Q8K1T0	Transmembrane protease serine 3	Tmprss3
MOUSE	2148801	Q3V384	Lactation elevated protein 1	Lace1
MOUSE	1918287	Q14BX2	Serine protease 55	Prss55
MOUSE	1336159	Q9Z2L6	Multiple inositol polyphosphate phosphatase 1	Minpp1
MOUSE	107889	Q9CRA8	Exosome complex component RRP46	Exosc5
MOUSE	96942	P21845	Tryptase beta-2	Tpsb2
MOUSE	1336880	O08810	116 kDa U5 small nuclear ribonucleoprotein component	Eftud2
MOUSE	1202881	P70412	CUB and zona pellucida-like domain-containing protein 1	Cuzd1
MOUSE	95316	P05208	Chymotrypsin-like elastase family member 2A	Cela2a
MOUSE	1919104	Q9DA79	Dipeptidase 3	Dpep3
MOUSE	2142195	Q8CBY3	Leukocyte receptor cluster member 8 homolog	Leng8
MOUSE	1890495	Q8VEB6	Zinc phosphodiesterase ELAC protein 1	Elac1
MOUSE	1921590	Q68FL4	Putative adenosylhomocysteinase 3	Ahcyl2
MOUSE	2442551	Q99KR3	Beta-lactamase-like protein 2	Lactb2
MOUSE	1916793	Q9D7J7	Calpain small subunit 2	Capns2
MOUSE	2137385	Q91ZF4	Cathepsin Q (Precursor)	Ctsq
MOUSE	1927235	Q9WTZ2	Membrane-bound transcription factor site-1 protease	Mbtps1
MOUSE	95654	Q64737	Trifunctional purine biosynthetic protein adenosine-3	Gart
MOUSE	1918951	Q8K1R3	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	Pnpt1
MOUSE	3646333	B2RWD2	Arylacetamide deacetylase-like 2	Aadacl2
MOUSE	102779	P39749	Flap endonuclease 1	Fen1
MOUSE	1919182	Q3V1F8	Epoxide hydrolase 3	Ephx3
MOUSE	1918817	Q2KHI9	DNA helicase MCM9	Mcm9
MOUSE	97305	O35657	Sialidase-1	Neu1
MOUSE	2153887	Q8C460	ERI1 exoribonuclease 3	Eri3
MOUSE	1930009	Q9JK24	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma	Ppp2r3c
MOUSE	98917	P51163	Uroporphyrinogen-III synthase	Uros
MOUSE	88562	P18242	Cathepsin D	Ctsd
MOUSE	2442473	Q80WQ6	Inactive rhomboid protein 2	Rhbdf2
MOUSE	1349473	Q61151	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	Ppp2r5e
MOUSE	3045334	E9Q956	MCM domain-containing protein 2	Mcmdc2
MOUSE	2684977	B7ZWD6	"Gene model 131, (NCBI)"	Cym
MOUSE	97525	P23440	"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta"	Pde6b
MOUSE	1343166	Q91Y82	"Kallikrein 6, isoform CRA_a"	Klk6
MOUSE	2685387	Q5XF89	Probable cation-transporting ATPase 13A3	Atp13a3
MOUSE	1891763	P97470	Serine/threonine-protein phosphatase 4 catalytic subunit	Ppp4c
MOUSE	1099792	Q9WU22	Tyrosine-protein phosphatase non-receptor type 4	Ptpn4
MOUSE	2683040	Q8BW94	"Dynein heavy chain 3, axonemal"	Dnah3
MOUSE	1915185	Q6AW46	Carboxylesterase 5A	Ces5a
MOUSE	103011	P47774	C-C chemokine receptor type 7	Ccr7
MOUSE	2447564	Q8CGR5	Kallikrein-14	Klk14
MOUSE	3612246	P69525	Transmembrane protease serine 9	Tmprss9
MOUSE	2443191	Q8BLF1	Neutral cholesterol ester hydrolase 1	Nceh1
MOUSE	5142012	B8JJN0	Protein Gm20547	Gm20547
MOUSE	107163	P48453	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	Ppp3cb
MOUSE	2384819	P0C871	Cytosolic phospholipase A2 beta	Pla2g4b
MOUSE	2444593	Q6NVE9	Protein phosphatase PTC7 homolog	Pptc7
MOUSE	1351623	P70261	Paladin	Pald1
MOUSE	1352752	Q9QXQ1	"cAMP-specific 3',5'-cyclic phosphodiesterase 7B"	Pde7b
MOUSE	1349430	Q9Z0N2	"Eukaryotic translation initiation factor 2 subunit 3, Y-linked"	Eif2s3y
MOUSE	1338892	Q08642	Protein-arginine deiminase type-2	Padi2
MOUSE	3617850	Q3V1D5	Patatin-like phospholipase domain-containing protein 1	Pnpla1
MOUSE	1858306	Q9R0M3	Sushi-repeat-containing protein SRPX	Srpx
MOUSE	1859660	P98199	Probable phospholipid-transporting ATPase ID	Atp8b2
MOUSE	1917416	Q3U4B4	Lipase member N	Lipn
MOUSE	1333784	Q9Z2V6	Histone deacetylase 5	Hdac5
MOUSE	105380	P97310	DNA replication licensing factor MCM2	Mcm2
MOUSE	1915107	Q9CQR6	Serine/threonine-protein phosphatase 6 catalytic subunit	Ppp6c
MOUSE	2442104	B2RXC8	3222402P14Rik protein	Ppp2r3a
MOUSE	1919153	Q08ED5	Protein Ces2f	Ces2f
MOUSE	1354161	P59941	NAD-dependent protein deacetylase sirtuin-6	Sirt6
MOUSE	2144695	Q80U12	Small G protein signaling modulator 2	Sgsm2
MOUSE	95675	Q05915	GTP cyclohydrolase 1	Gch1
MOUSE	2651499	Q8CG03	"cGMP-specific 3',5'-cyclic phosphodiesterase"	Pde5a
MOUSE	2143585	Q91WF7	Polyphosphoinositide phosphatase	Fig4
MOUSE	1923144	Q80SY6	Adenosine deaminase-like protein	Adal
MOUSE	3612067	Q8BVT6	Protein phosphatase 2C-like domain-containing protein 1	Pp2d1
MOUSE	104753	Q810U3	Neurofascin	Nfasc
MOUSE	2446107	Q922S4	"cGMP-dependent 3',5'-cyclic phosphodiesterase"	Pde2a
MOUSE	1341890	O88532	Zinc finger RNA-binding protein	Zfr
MOUSE	1913798	D3Z689	"ADAMTS-like 5, isoform CRA_c"	Adamtsl5
MOUSE	98270	Q8VBT2	L-serine dehydratase/L-threonine deaminase	Sds
MOUSE	2684853	Q3UQ41	Transmembrane protease serine 11A	Tmprss11a
MOUSE	1859181	Q9QXE5	Thymus-specific serine protease	Prss16
MOUSE	1924662	E9Q271	Protein Wdr17	Wdr17
MOUSE	1929596	Q8R182	Transmembrane gamma-carboxyglutamic acid protein 2	Prrg2
MOUSE	1917722	Q8CDM1	ATPase family AAA domain-containing protein 2	Atad2
MOUSE	1328318	Q9CQD8	V-type proton ATPase subunit e 1	Atp6v0e1
MOUSE	1933158	O55023	Inositol monophosphatase 1	Impa1
MOUSE	3643181	D3Z3S5	Uncharacterized protein	Gm4744
MOUSE	3652194	A2A752	Protein Gm13124	Gm13124
MOUSE	1920876	Q9CPN7	Protein 1810009J06Rik	1810009J06Rik
MOUSE	2142121	Q8BX37	Iron/zinc purple acid phosphatase-like protein	Papl
MOUSE	893580	Q61096	Myeloblastin	Prtn3
MOUSE	1923481	Q3V1M1	Immunoglobulin superfamily member 10	Igsf10
MOUSE	1914328	Q8CHP8	Phosphoglycolate phosphatase	Pgp
MOUSE	95785	Q61011	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3	Gnb3
MOUSE	1355303	Q571E4	N-acetylgalactosamine-6-sulfatase	Galns
MOUSE	3644685	Q6IE21	OTU domain-containing protein 6A	Otud6a
MOUSE	109618	P62814	"V-type proton ATPase subunit B, brain isoform"	Atp6v1b2
MOUSE	88378	Q8VCC2	Liver carboxylesterase 1	Ces1
MOUSE	97809	B2RU80	Receptor-type tyrosine-protein phosphatase beta	Ptprb
MOUSE	2139347	Q8BH55	Threonine synthase-like 1	Thnsl1
MOUSE	88374	Q64285	Bile salt-activated lipase	Cel
MOUSE	1889336	Q6NSR3	Uncharacterized aarF domain-containing protein kinase 2	Adck2
MOUSE	1355075	Q9JLG8	Calpain-15	Capn15
MOUSE	2446460	G5E8H5	"MCG118205, isoform CRA_c"	Tpte
MOUSE	106661	Q62010	Oviduct-specific glycoprotein	Ovgp1
MOUSE	1206586	Q99PU7	Ubiquitin carboxyl-terminal hydrolase BAP1	Bap1
MOUSE	2138893	Q80XC3	USP6 N-terminal-like protein	Usp6nl
MOUSE	97512	P21661	Neuroendocrine convertase 2	Pcsk2
MOUSE	2676649	A0JP54	Bclp2 protein	Chil5
MOUSE	1347094	O88622	Poly(ADP-ribose) glycohydrolase	Parg
MOUSE	2135946	Q2VLH6	Scavenger receptor cysteine-rich type 1 protein M130	Cd163
MOUSE	2388480	Q6PD28	Protein Ppp2r5b	Ppp2r5b
MOUSE	1918358	Q8BVN0	Coiled-coil domain-containing protein 122	Ccdc122
MOUSE	1276102	Q8CFQ3	Intron-binding protein aquarius	Aqr
MOUSE	96941	P21844	Chymase	Cma1
MOUSE	2156893	Q8BUM3	Tyrosine-protein phosphatase non-receptor type 7	Ptpn7
MOUSE	1100492	O35375	Neuropilin-2	Nrp2
MOUSE	2442444	Q8BHA9	Acid phosphatase-like protein 2	Acpl2
MOUSE	95872	P12265	Beta-glucuronidase	Gusb
MOUSE	1931256	Q9JLB4	Cubilin	Cubn
MOUSE	1277117	O70274	Protein tyrosine phosphatase type IVA 2	Ptp4a2
MOUSE	96079	Q08048	Hepatocyte growth factor	Hgf
MOUSE	107721	E9Q8T7	Protein Dnah1	Dnah1
MOUSE	3036251	P0C1Q2	"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A"	Pde11a
MOUSE	3617840	Q504N0	Carboxypeptidase A2	Cpa2
MOUSE	1917064	E9Q409	Protein Prss32	Prss32
MOUSE	2443732	Q6ZQJ5	DNA replication ATP-dependent helicase/nuclease DNA2	Dna2
MOUSE	1919451	Q8K2H2	OTU domain-containing protein 6B	Otud6b
MOUSE	1914581	Q6UQ17	"ATPase, class I, type 8B, member 3"	Atp8b3
MOUSE	97611	P06869	Urokinase-type plasminogen activator	Plau
MOUSE	1889642	Q91WG4	Elongator complex protein 2	Elp2
MOUSE	2135637	Q99LX0	Protein DJ-1	Park7
MOUSE	1928939	Q9R0X4	"Acyl-coenzyme A thioesterase 9, mitochondrial"	Acot9
MOUSE	95665	P17439	Glucosylceramidase	Gba
MOUSE	1098282	P06683	Complement component C9	C9
MOUSE	87882	P24638	Lysosomal acid phosphatase	Acp2
MOUSE	1913579	Q9D176	Sushi domain-containing protein 3	Susd3
MOUSE	106316	Q91ZG2	Metallophosphoesterase domain-containing protein 1	Mpped1
MOUSE	1343085	Q6ZWS8	Speckle-type POZ protein	Spop
MOUSE	2682300	E9Q623	Protein BC051665	BC051665
MOUSE	1196377	Q60769	Tumor necrosis factor alpha-induced protein 3	Tnfaip3
MOUSE	3028499	G3UXC7	Protein Adamtsl3	Adamtsl3
MOUSE	2681867	Q80VE5	Protein Tbc1d22b	Tbc1d22b
MOUSE	1203290	O88174	Membrane cofactor protein	Cd46
MOUSE	1917114	Q5NC41	Protein 1810065E05Rik	1810065E05Rik
MOUSE	1924292	Q05A56	Hyaluronidase-4	Hyal4
MOUSE	107418	P80560	Receptor-type tyrosine-protein phosphatase N2	Ptprn2
MOUSE	3051647	E9PZ87	Protein Pappa2	Pappa2
MOUSE	2447348	Q8R2H9	Phosphoethanolamine/phosphocholine phosphatase	Phospho1
MOUSE	2145637	Q8VE11	Myotubularin-related protein 6	Mtmr6
MOUSE	1913763	Q8CF89	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	Tab1
MOUSE	1098266	P70232	Neural cell adhesion molecule L1-like protein	Chl1
MOUSE	1915886	Q8R0F8	"Acylpyruvase FAHD1, mitochondrial"	Fahd1
MOUSE	1347346	Q68SA9	A disintegrin and metalloproteinase with thrombospondin motifs 7	Adamts7
MOUSE	1859016	Q99LD8	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2"	Ddah2
MOUSE	87913	Q99JW2	Aminoacylase-1	Acy1
MOUSE	1888981	Q9D8S4	"Oligoribonuclease, mitochondrial"	Rexo2
MOUSE	2139740	Q8BHN0	Protein phosphatase 1L	Ppm1l
MOUSE	1858214	Q9QZ67	Protein phosphatase 1D	Ppm1d
MOUSE	1920731	Q9D9G7	1700074P13Rik protein	1700074P13Rik
MOUSE	1347001	Q8CIF4	Biotinidase	Btd
MOUSE	88384	P16294	Coagulation factor IX	F9
MOUSE	1858237	O35290	Eosinophil cationic-type ribonuclease 3	Ear3
MOUSE	1915148	Q8BFY6	Peflin	Pef1
MOUSE	1928676	Q9JIY5	"Serine protease HTRA2, mitochondrial"	Htra2
MOUSE	1097159	P97798	Neogenin	Neo1
MOUSE	88107	Q6PIC6	Sodium/potassium-transporting ATPase subunit alpha-3	Atp1a3
MOUSE	2681842	Q7TNR6	Immunoglobulin superfamily member 21	Igsf21
MOUSE	107172	Q63810	Calcineurin subunit B type 1	Ppp3r1
MOUSE	1919017	Q9DBA6	Peroxisomal leader peptide-processing protease	Tysnd1
MOUSE	1913994	Q8C6E0	Coiled-coil domain-containing protein 104	Ccdc104
MOUSE	1913884	Q9CWV1	DNA helicase MCM8	Mcm8
MOUSE	106923	Q62381	Tolloid-like protein 1	Tll1
MOUSE	96412	Q9JHR7	Insulin-degrading enzyme	Ide
MOUSE	1889008	Q80XR2	Calcium-transporting ATPase type 2C member 1	Atp2c1
MOUSE	1353468	P57110	A disintegrin and metalloproteinase with thrombospondin motifs 8	Adamts8
MOUSE	2142980	Q8BZB3	Transmembrane protein C15orf27 homolog	unassigned
MOUSE	2449112	P58459	A disintegrin and metalloproteinase with thrombospondin motifs 10	Adamts10
MOUSE	104518	Q61330	Contactin-2	Cntn2
MOUSE	1347055	Q9QZ25	Vascular non-inflammatory molecule 3	Vnn3
MOUSE	1928484	Q9JI46	Diphosphoinositol polyphosphate phosphohydrolase 1	Nudt3
MOUSE	2142330	Q8BGL1	Probable protein phosphatase 1N	Ppm1n
MOUSE	1349764	O35098	Dihydropyrimidinase-related protein 4	Dpysl4
MOUSE	2182607	Q8R238	Serine dehydratase-like	Sdsl
MOUSE	1928679	Q9EQF5	Dihydropyrimidinase	Dpys
MOUSE	1923727	Q8R4W6	Procollagen C-endopeptidase enhancer 2	Pcolce2
MOUSE	3644563	D3YZU0	Protein Acpt (Fragment)	Acpt
MOUSE	2651854	Q811C2	Cysteine protease ATG4C	Atg4c
MOUSE	2158663	P59644	"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A"	Inpp5j
MOUSE	1914013	Q9D3Z8	Protein 4933425L06Rik	4933425L06Rik
MOUSE	96968	Q07646	Mesoderm-specific transcript protein	Mest
MOUSE	88105	Q8VDN2	Sodium/potassium-transporting ATPase subunit alpha-1	Atp1a1
MOUSE	1914561	Q9CPT3	N-acylneuraminate-9-phosphatase	Nanp
MOUSE	2444862	A1A5B6	TBC1 domain family member 25	Tbc1d25
MOUSE	99500	P34914	Bifunctional epoxide hydrolase 2	Ephx2
MOUSE	2142632	Q3TZM9	"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase"	Alg11
MOUSE	2387618	Q8CH40	Nucleoside diphosphate-linked moiety X motif 6	Nudt6
MOUSE	1914050	Q99PW4	TP53-regulating kinase	Tp53rk
MOUSE	892019	P00755	Kallikrein 1-related peptidase b1	Klk1b1
MOUSE	1925623	Q9CWD3	Nucleoside diphosphate-linked moiety X motif 17	Nudt17
MOUSE	1316727	Q149F3	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	Gspt2
MOUSE	96817	P28301	Protein-lysine 6-oxidase	Lox
MOUSE	2178217	Q70FJ1	A-kinase anchor protein 9	Akap9
MOUSE	107815	P70265	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2"	Pfkfb2
MOUSE	2443078	A2AP18	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2"	Plch2
MOUSE	1354165	Q8C1A5	Thimet oligopeptidase	Thop1
MOUSE	1923679	Q9D7I5	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	Lhpp
MOUSE	3036234	Q6NZM9	Histone deacetylase 4	Hdac4
MOUSE	2429660	Q8BYJ6	TBC1 domain family member 4	Tbc1d4
MOUSE	2443480	A2AKX3	Probable helicase senataxin	Setx
MOUSE	2142687	Q91WU0	Expressed sequence AU018778	Ces1f
MOUSE	105370	Q64277	ADP-ribosyl cyclase 2	Bst1
MOUSE	2183549	Q8K1F9	Lactase-like protein	Lctl
MOUSE	3648740	F6Z9B9	Protein Ces2h	Ces2h
MOUSE	2140364	Q8CG72	Poly(ADP-ribose) glycohydrolase ARH3	Adprhl2
MOUSE	1913612	Q7TQK4	Exosome complex component RRP40	Exosc3
MOUSE	101899	P97391	Calcium-dependent phospholipase A2	Pla2g5
MOUSE	107164	P63328	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	Ppp3ca
MOUSE	2139628	Q8BM88	Cathepsin O	Ctso
MOUSE	1347072	Q9R061	Cytosolic Fe-S cluster assembly factor NUBP2	Nubp2
MOUSE	3513266	Q3UHB1	5'-nucleotidase domain-containing protein 3	Nt5dc3
MOUSE	98278	Q00690	E-selectin	Sele
MOUSE	107437	Q64691	Calpain-3	Capn3
MOUSE	1921394	Q8C310	Roundabout homolog 4	Robo4
MOUSE	97524	P27664	"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha"	Pde6a
MOUSE	1916469	Q9CWS0	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1"	Ddah1
MOUSE	1919335	Q6PEB4	"Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial"	Osgepl1
MOUSE	108024	Q64374	Regucalcin	Rgn
MOUSE	1891835	Q8C2B3	Histone deacetylase 7	Hdac7
MOUSE	2655198	Q8K3V4	Protein-arginine deiminase type-6	Padi6
MOUSE	1913637	Q9CR24	"Nucleoside diphosphate-linked moiety X motif 8, mitochondrial"	Nudt8
MOUSE	1891698	Q9JLV6	Bifunctional polynucleotide phosphatase/kinase	Pnkp
MOUSE	109608	P97321	Seprase	Fap
MOUSE	894806	Q6PDN3	"Myosin light chain kinase, smooth muscle"	Mylk
MOUSE	88350	P48967	M-phase inducer phosphatase 3	Cdc25c
MOUSE	107451	Q8K2J0	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3"	Plcd3
MOUSE	2384891	Q8VC82	Rhomboid-related protein 1	Rhbdl1
MOUSE	2147903	Q8C9S8	Cysteine protease ATG4A	Atg4a
MOUSE	1350931	Q9JHF5	A3 subunit of vacuolar-adenosine triphosphatase	Tcirg1
MOUSE	1924682	Q9EPV7	AUMP	9530002B09Rik
MOUSE	1922152	E9Q1U1	Coiled-coil domain-containing protein 171	Ccdc171
MOUSE	109443	O08582	GTP-binding protein 1	Gtpbp1
MOUSE	1933111	Q99J72	DNA dC-dU-editing enzyme APOBEC-3	Apobec3
MOUSE	1344345	Q9CU62	Structural maintenance of chromosomes protein 1A	Smc1a
MOUSE	1859683	O88796	Ribonuclease P protein subunit p30	Rpp30
MOUSE	107158	Q62141	Paired amphipathic helix protein Sin3b	Sin3b
MOUSE	2685556	Q769J6	A disintegrin and metalloproteinase with thrombospondin motifs 13	Adamts13
MOUSE	2445183	Q91WB2	Probable lipid phosphate phosphatase PPAPDC3	Ppapdc3
MOUSE	1915938	Q8VD66	Abhydrolase domain-containing protein 4	Abhd4
MOUSE	105975	P04186	Complement factor B	Cfb
MOUSE	2181202	A7UAK5	"6-phosphofructo-2-kinase/fructose-2, 6-biphosphatase 3 splice variant 2"	Pfkfb3
MOUSE	3036262	Q3USB7	Inactive phospholipase C-like protein 1	Plcl1
MOUSE	3045255	E9Q349	WD repeat-containing protein 25	Wdr25
MOUSE	2449436	Q717B3	TD and POZ domain-containing protein 1	Tdpoz1
MOUSE	3780832	F6R7E8	Protein Gm2663	Gm2663
MOUSE	99400	Q64430	Copper-transporting ATPase 1	Atp7a
MOUSE	1355274	Q9JKB1	Ubiquitin carboxyl-terminal hydrolase isozyme L3	Uchl3
MOUSE	1347046	Q9R1A8	E3 ubiquitin-protein ligase RFWD2	Rfwd2
MOUSE	107731	P0C6F1	"Dynein heavy chain 2, axonemal"	Dnah2
MOUSE	UniProtKB	Uncharacterized protein	unassigned	ortholog
MOUSE	2661234	Q80WM7	Serine protease 33	Prss33
MOUSE	1918401	Q5BKS4	ERI1 exoribonuclease 2	Eri2
MOUSE	892020	P15945	Kallikrein 1-related peptidase b5	Klk1b5
MOUSE	1330832	Q91WP0	Mannan-binding lectin serine protease 2	Masp2
MOUSE	97295	P29594	Caspase-2	Casp2
MOUSE	101842	Q9Z0Y2	Phospholipase A2	Pla2g1b
MOUSE	1927753	Q9JII1	72 kDa inositol polyphosphate 5-phosphatase	Inpp5e
