index,humanid,mousesym,mouseid,humansym,"# This table looks like it was downloaded from BioMart, but Eric has foolishly lost track of the exact date and versions. "
10750,ENSG00000156150,Alx3,ENSMUSG00000014603,ALX3,
10751,ENSG00000156162,Dpy19l4,ENSMUSG00000045205,DPY19L4,
10752,ENSG00000156170,Ndufaf6,ENSMUSG00000050323,NDUFAF6,
10753,ENSG00000156171,Dram2,ENSMUSG00000027900,DRAM2,
10754,ENSG00000156172,2610301B20Rik,ENSMUSG00000059482,C8orf37,
10755,ENSG00000156194,Ppef2,ENSMUSG00000029410,PPEF2,
10756,ENSG00000156206,1700026D08Rik,ENSMUSG00000011154,C15orf26,
10757,ENSG00000156218,Adamtsl3,ENSMUSG00000070469,ADAMTSL3,
10758,ENSG00000156219,Art3,ENSMUSG00000034842,ART3,
10759,ENSG00000156222,Slc28a1,ENSMUSG00000025726,SLC28A1,
10760,ENSG00000156232,Whamm,ENSMUSG00000045795,WHAMM,
10761,ENSG00000156234,Cxcl13,ENSMUSG00000023078,CXCL13,
10762,ENSG00000156239,N6amt1,ENSMUSG00000044442,N6AMT1,
10763,ENSG00000156253,Rwdd2b,ENSMUSG00000041079,RWDD2B,
10764,ENSG00000156256,Usp16,ENSMUSG00000025616,USP16,
10765,ENSG00000156261,Cct8,ENSMUSG00000025613,CCT8,
10766,ENSG00000156265,Map3k7cl,ENSMUSG00000025610,MAP3K7CL,
10767,ENSG00000156269,Naa11,ENSMUSG00000046000,NAA11,
10768,ENSG00000156269,Gm16286,ENSMUSG00000024571,NAA11,
10769,ENSG00000156273,Bach1,ENSMUSG00000025612,BACH1,
10770,ENSG00000156282,Cldn17,ENSMUSG00000055811,CLDN17,
10771,ENSG00000156284,Cldn8,ENSMUSG00000050520,CLDN8,
10772,ENSG00000156298,Tspan7,ENSMUSG00000058254,TSPAN7,
10773,ENSG00000156299,Tiam1,ENSMUSG00000002489,TIAM1,
10774,ENSG00000156304,Scaf4,ENSMUSG00000022983,SCAF4,
10775,ENSG00000156313,Rpgr,ENSMUSG00000031174,RPGR,
10776,ENSG00000156345,Cdk20,ENSMUSG00000021483,CDK20,
10777,ENSG00000156374,Pcgf6,ENSMUSG00000025050,PCGF6,
10778,ENSG00000156381,Ankrd9,ENSMUSG00000037904,ANKRD9,
10779,ENSG00000156384,Sfr1,ENSMUSG00000025066,SFR1,
10780,ENSG00000156395,Sorcs3,ENSMUSG00000063434,SORCS3,
10781,ENSG00000156398,Sfxn2,ENSMUSG00000025036,SFXN2,
10782,ENSG00000156411,2010107E04Rik,ENSMUSG00000021290,C14orf2,
10783,ENSG00000156414,Tdrd9,ENSMUSG00000054003,TDRD9,
10784,ENSG00000156427,Fgf18,ENSMUSG00000057967,FGF18,
10785,ENSG00000156453,Pcdh1,ENSMUSG00000051375,PCDH1,
10786,ENSG00000156463,Sh3rf2,ENSMUSG00000057719,SH3RF2,
10787,ENSG00000156466,Gdf6,ENSMUSG00000051279,GDF6,
10788,ENSG00000156467,Uqcrb,ENSMUSG00000021520,UQCRB,
10789,ENSG00000156469,Mterf3,ENSMUSG00000021519,MTERF3,
10790,ENSG00000156471,Ptdss1,ENSMUSG00000021518,PTDSS1,
10791,ENSG00000156475,Ppp2r2b,ENSMUSG00000024500,PPP2R2B,
10792,ENSG00000156482,Rpl30,ENSMUSG00000058600,RPL30,
10793,ENSG00000156486,Kcns2,ENSMUSG00000050963,KCNS2,
10794,ENSG00000156500,Fam122c,ENSMUSG00000036013,FAM122C,
10795,ENSG00000156502,Supv3l1,ENSMUSG00000020079,SUPV3L1,
10796,ENSG00000156504,Fam122b,ENSMUSG00000036022,FAM122B,
10797,ENSG00000156508,Eef1a1,ENSMUSG00000037742,EEF1A1,
10798,ENSG00000156509,Fbxo43,ENSMUSG00000048230,FBXO43,
10799,ENSG00000156510,Hkdc1,ENSMUSG00000020080,HKDC1,
10800,ENSG00000156515,Hk1,ENSMUSG00000037012,HK1,
10801,ENSG00000156521,Tysnd1,ENSMUSG00000020087,TYSND1,
10802,ENSG00000156531,Phf6,ENSMUSG00000025626,PHF6,
10803,ENSG00000156535,Cd109,ENSMUSG00000046186,CD109,
10804,ENSG00000156564,Lrfn2,ENSMUSG00000040490,LRFN2,
10805,ENSG00000156574,Nodal,ENSMUSG00000037171,NODAL,
10806,ENSG00000156575,Prg3,ENSMUSG00000027072,PRG3,
10807,ENSG00000156587,Ube2l6,ENSMUSG00000027078,UBE2L6,
10808,ENSG00000156599,Zdhhc5,ENSMUSG00000034075,ZDHHC5,
10809,ENSG00000156603,Med19,ENSMUSG00000027080,MED19,
10810,ENSG00000156639,Zfand3,ENSMUSG00000044477,ZFAND3,
10811,ENSG00000156642,Nptn,ENSMUSG00000032336,NPTN,
10812,ENSG00000156650,Kat6b,ENSMUSG00000021767,KAT6B,
10813,ENSG00000156671,Samd8,ENSMUSG00000021770,SAMD8,
10814,ENSG00000156675,Rab11fip1,ENSMUSG00000031488,RAB11FIP1,
10815,ENSG00000156687,Unc5d,ENSMUSG00000063626,UNC5D,
10816,ENSG00000156697,Utp14b,ENSMUSG00000079470,UTP14A,
10817,ENSG00000156697,Utp14a,ENSMUSG00000063785,UTP14A,
10818,ENSG00000156709,Aifm1,ENSMUSG00000036932,AIFM1,
10819,ENSG00000156711,Mapk13,ENSMUSG00000004864,MAPK13,
10820,ENSG00000156735,Bag4,ENSMUSG00000037316,BAG4,
10821,ENSG00000156738,Ms4a1,ENSMUSG00000024673,MS4A1,
10822,ENSG00000156787,Tbc1d31,ENSMUSG00000022364,TBC1D31,
10823,ENSG00000156795,Wdyhv1,ENSMUSG00000022359,WDYHV1,
10824,ENSG00000156802,Atad2,ENSMUSG00000022360,ATAD2,
10825,ENSG00000156804,Fbxo32,ENSMUSG00000022358,FBXO32,
10826,ENSG00000156831,Nsmce2,ENSMUSG00000059586,NSMCE2,
10827,ENSG00000156853,Zfp689,ENSMUSG00000048921,ZNF689,
10828,ENSG00000156858,Prr14,ENSMUSG00000030822,PRR14,
10829,ENSG00000156860,Fbrs,ENSMUSG00000042423,FBRS,
10830,ENSG00000156869,Frrs1,ENSMUSG00000033386,FRRS1,
10831,ENSG00000156873,Phkg2,ENSMUSG00000030815,PHKG2,
10832,ENSG00000156875,Hiat1,ENSMUSG00000089911,HIAT1,
10833,ENSG00000156875,RP24-565B3.5,ENSMUSG00000105103,HIAT1,
10834,ENSG00000156876,Sass6,ENSMUSG00000027959,SASS6,
10835,ENSG00000156885,Cox6a2,ENSMUSG00000030785,COX6A2,
10836,ENSG00000156886,Itgad,ENSMUSG00000070369,ITGAD,
10837,ENSG00000156925,Zic3,ENSMUSG00000067860,ZIC3,
10838,ENSG00000156928,Malsu1,ENSMUSG00000029815,MALSU1,
10839,ENSG00000156931,Vps8,ENSMUSG00000033653,VPS8,
10840,ENSG00000156958,Galk2,ENSMUSG00000027207,GALK2,
10841,ENSG00000156959,Lhfpl4,ENSMUSG00000042873,LHFPL4,
10842,ENSG00000156966,B3gnt7,ENSMUSG00000079445,B3GNT7,
10843,ENSG00000156968,Mpv17l,ENSMUSG00000022679,MPV17L,
10844,ENSG00000156970,Bub1b,ENSMUSG00000040084,BUB1B,
10845,ENSG00000156973,Pde6d,ENSMUSG00000026239,PDE6D,
10846,ENSG00000156976,Eif4a2,ENSMUSG00000022884,EIF4A2,
10847,ENSG00000156983,Brpf1,ENSMUSG00000001632,BRPF1,
10848,ENSG00000156990,Rpusd3,ENSMUSG00000051169,RPUSD3,
10849,ENSG00000157005,Sst,ENSMUSG00000004366,SST,
10850,ENSG00000157014,Tatdn2,ENSMUSG00000056952,TATDN2,
10851,ENSG00000157017,Ghrl,ENSMUSG00000064177,GHRL,
10852,ENSG00000157020,Sec13,ENSMUSG00000030298,SEC13,
10853,ENSG00000157036,Exog,ENSMUSG00000042787,EXOG,
10854,ENSG00000157045,Ntan1,ENSMUSG00000022681,NTAN1,
10855,ENSG00000157060,Shcbp1l,ENSMUSG00000042708,SHCBP1L,
10856,ENSG00000157064,Nmnat2,ENSMUSG00000042751,NMNAT2,
10857,ENSG00000157077,Zfyve9,ENSMUSG00000034557,ZFYVE9,
10858,ENSG00000157087,Atp2b2,ENSMUSG00000030302,ATP2B2,
10859,ENSG00000157093,Lyzl4,ENSMUSG00000032530,LYZL4,
10860,ENSG00000157103,Slc6a1,ENSMUSG00000030310,SLC6A1,
10861,ENSG00000157106,Smg1,ENSMUSG00000030655,SMG1,
10862,ENSG00000157107,Fcho2,ENSMUSG00000041685,FCHO2,
10863,ENSG00000157110,Rbpms,ENSMUSG00000031586,RBPMS,
10864,ENSG00000157111,Tmem171,ENSMUSG00000052485,TMEM171,
10865,ENSG00000157119,Klhl40,ENSMUSG00000074001,KLHL40,
10866,ENSG00000157131,C8a,ENSMUSG00000035031,C8A,
10867,ENSG00000157150,Timp4,ENSMUSG00000030317,TIMP4,
10868,ENSG00000157152,Syn2,ENSMUSG00000009394,SYN2,
10869,ENSG00000157168,Nrg1,ENSMUSG00000062991,NRG1,
10870,ENSG00000157181,BC003331,ENSMUSG00000006010,C1orf27,
10871,ENSG00000157184,Cpt2,ENSMUSG00000028607,CPT2,
10872,ENSG00000157191,Necap2,ENSMUSG00000028923,NECAP2,
10873,ENSG00000157193,Lrp8,ENSMUSG00000028613,LRP8,
10874,ENSG00000157211,Cdcp2,ENSMUSG00000047636,CDCP2,
10875,ENSG00000157212,Paxip1,ENSMUSG00000002221,PAXIP1,
10876,ENSG00000157214,Steap2,ENSMUSG00000015653,STEAP2,
10877,ENSG00000157216,Ssbp3,ENSMUSG00000061887,SSBP3,
10878,ENSG00000157219,Htr5a,ENSMUSG00000039106,HTR5A,
10879,ENSG00000157224,Cldn12,ENSMUSG00000046798,CLDN12,
10880,ENSG00000157227,Mmp14,ENSMUSG00000000957,MMP14,
10881,ENSG00000157240,Fzd1,ENSMUSG00000044674,FZD1,
10882,ENSG00000157259,Gatad1,ENSMUSG00000007415,GATAD1,
10883,ENSG00000157303,Susd3,ENSMUSG00000021384,SUSD3,
10884,ENSG00000157315,Tmed6,ENSMUSG00000031919,TMED6,
10885,ENSG00000157322,Clec18a,ENSMUSG00000033633,CLEC18A,
10886,ENSG00000157326,Dhrs4,ENSMUSG00000022210,DHRS4,
10887,ENSG00000157330,1700012P22Rik,ENSMUSG00000028589,C1orf158,
10888,ENSG00000157335,Clec18a,ENSMUSG00000033633,CLEC18C,
10889,ENSG00000157343,Armc12,ENSMUSG00000024223,ARMC12,
10890,ENSG00000157349,Ddx19b,ENSMUSG00000033658,DDX19B,
10891,ENSG00000157350,St3gal2,ENSMUSG00000031749,ST3GAL2,
10892,ENSG00000157353,Fuk,ENSMUSG00000033703,FUK,
10893,ENSG00000157368,Il34,ENSMUSG00000031750,IL34,
10894,ENSG00000157379,Dhrs1,ENSMUSG00000002332,DHRS1,
10895,ENSG00000157388,Cacna1d,ENSMUSG00000015968,CACNA1D,
10896,ENSG00000157404,Kit,ENSMUSG00000005672,KIT,
10897,ENSG00000157423,Hydin,ENSMUSG00000059854,HYDIN,
10898,ENSG00000157426,Aasdh,ENSMUSG00000055923,AASDH,
10899,ENSG00000157445,Cacna2d3,ENSMUSG00000021991,CACNA2D3,
10900,ENSG00000157450,Rnf111,ENSMUSG00000032217,RNF111,
10901,ENSG00000157456,Ccnb2,ENSMUSG00000032218,CCNB2,
10902,ENSG00000157470,Fam81a,ENSMUSG00000032224,FAM81A,
10903,ENSG00000157483,Myo1e,ENSMUSG00000032220,MYO1E,
10904,ENSG00000157500,Appl1,ENSMUSG00000040760,APPL1,
10905,ENSG00000157502,Mum1l1,ENSMUSG00000042515,MUM1L1,
10906,ENSG00000157510,Afap1l1,ENSMUSG00000033032,AFAP1L1,
10907,ENSG00000157514,Tsc22d3,ENSMUSG00000031431,TSC22D3,
10908,ENSG00000157538,Dscr3,ENSMUSG00000022898,DSCR3,
10909,ENSG00000157540,Dyrk1a,ENSMUSG00000022897,DYRK1A,
10910,ENSG00000157542,Kcnj6,ENSMUSG00000043301,KCNJ6,
10911,ENSG00000157551,Kcnj15,ENSMUSG00000062609,KCNJ15,
10912,ENSG00000157554,Erg,ENSMUSG00000040732,ERG,
10913,ENSG00000157557,Ets2,ENSMUSG00000022895,ETS2,
10914,ENSG00000157570,Tspan18,ENSMUSG00000027217,TSPAN18,
10915,ENSG00000157578,Lca5l,ENSMUSG00000045275,LCA5L,
10916,ENSG00000157593,Slc35b2,ENSMUSG00000037089,SLC35B2,
10917,ENSG00000157600,Tmem164,ENSMUSG00000047045,TMEM164,
10918,ENSG00000157601,Mx2,ENSMUSG00000023341,MX1,
10919,ENSG00000157601,Mx1,ENSMUSG00000000386,MX1,
10920,ENSG00000157613,Creb3l1,ENSMUSG00000027230,CREB3L1,
10921,ENSG00000157617,C2cd2,ENSMUSG00000045975,C2CD2,
10922,ENSG00000157625,Tab3,ENSMUSG00000035476,TAB3,
10923,ENSG00000157637,Slc38a10,ENSMUSG00000061306,SLC38A10,
10924,ENSG00000157653,4933430I17Rik,ENSMUSG00000058046,C9orf43,
10925,ENSG00000157657,Zfp618,ENSMUSG00000028358,ZNF618,
10926,ENSG00000157680,Dgki,ENSMUSG00000038665,DGKI,
10927,ENSG00000157693,6330416G13Rik,ENSMUSG00000045917,C9orf91,
10928,ENSG00000157703,Svopl,ENSMUSG00000029830,SVOPL,
10929,ENSG00000157734,Snx22,ENSMUSG00000039452,SNX22,
10930,ENSG00000157741,Ubn2,ENSMUSG00000038538,UBN2,
10931,ENSG00000157764,Braf,ENSMUSG00000002413,BRAF,
10932,ENSG00000157765,Slc34a2,ENSMUSG00000029188,SLC34A2,
10933,ENSG00000157766,Acan,ENSMUSG00000030607,ACAN,
10934,ENSG00000157778,Psmg3,ENSMUSG00000029551,PSMG3,
10935,ENSG00000157782,Cabp1,ENSMUSG00000029544,CABP1,
10936,ENSG00000157796,Wdr19,ENSMUSG00000037890,WDR19,
10937,ENSG00000157800,Slc37a3,ENSMUSG00000029924,SLC37A3,
10938,ENSG00000157823,Ap3s2,ENSMUSG00000063801,AP3S2,
10939,ENSG00000157827,Fmnl2,ENSMUSG00000036053,FMNL2,
10940,ENSG00000157833,Gareml,ENSMUSG00000044576,GAREML,
10941,ENSG00000157837,Sppl3,ENSMUSG00000029550,SPPL3,
10942,ENSG00000157851,Dpysl5,ENSMUSG00000029168,DPYSL5,
10943,ENSG00000157856,Drc1,ENSMUSG00000073102,DRC1,
10944,ENSG00000157869,Rab28,ENSMUSG00000029128,RAB28,
10945,ENSG00000157870,Fam213b,ENSMUSG00000029059,FAM213B,
10946,ENSG00000157873,Tnfrsf14,ENSMUSG00000042333,TNFRSF14,
10947,ENSG00000157881,Pank4,ENSMUSG00000029056,PANK4,
10948,ENSG00000157884,Cib4,ENSMUSG00000053194,CIB4,
10949,ENSG00000157890,Megf11,ENSMUSG00000036466,MEGF11,
10950,ENSG00000157895,2210016L21Rik,ENSMUSG00000029559,C12orf43,
10951,ENSG00000157911,Pex10,ENSMUSG00000029047,PEX10,
10952,ENSG00000157916,Rer1,ENSMUSG00000029048,RER1,
10953,ENSG00000157927,Radil,ENSMUSG00000029576,RADIL,
10954,ENSG00000157933,Ski,ENSMUSG00000029050,SKI,
10955,ENSG00000157954,Wipi2,ENSMUSG00000029578,WIPI2,
10956,ENSG00000157978,Ldlrap1,ENSMUSG00000037295,LDLRAP1,
10957,ENSG00000157985,Agap1,ENSMUSG00000055013,AGAP1,
10958,ENSG00000157992,Krtcap3,ENSMUSG00000029149,KRTCAP3,
10959,ENSG00000157999,Ankrd61,ENSMUSG00000029607,ANKRD61,
10960,ENSG00000158006,Pafah2,ENSMUSG00000037366,PAFAH2,
10961,ENSG00000158008,Extl1,ENSMUSG00000028838,EXTL1,
10962,ENSG00000158014,Slc30a2,ENSMUSG00000028836,SLC30A2,
10963,ENSG00000158019,Bre,ENSMUSG00000052139,BRE,
10964,ENSG00000158022,Trim63,ENSMUSG00000028834,TRIM63,
10965,ENSG00000158023,Wdr66,ENSMUSG00000029442,WDR66,
10966,ENSG00000158042,Mrpl17,ENSMUSG00000030879,MRPL17,
10967,ENSG00000158050,Dusp2,ENSMUSG00000027368,DUSP2,
10968,ENSG00000158055,Grhl3,ENSMUSG00000037188,GRHL3,
10969,ENSG00000158062,Ubxn11,ENSMUSG00000012126,UBXN11,
10970,ENSG00000158077,Nlrp14,ENSMUSG00000016626,NLRP14,
10971,ENSG00000158079,Ptpdc1,ENSMUSG00000038042,PTPDC1,
10972,ENSG00000158089,Galnt14,ENSMUSG00000024064,GALNT14,
10973,ENSG00000158092,Nck1,ENSMUSG00000032475,NCK1,
10974,ENSG00000158104,Hpd,ENSMUSG00000029445,HPD,
10975,ENSG00000158106,Rhpn1,ENSMUSG00000022580,RHPN1,
10976,ENSG00000158109,Tprgl,ENSMUSG00000029030,TPRG1L,
10977,ENSG00000158113,Lrrc43,ENSMUSG00000063409,LRRC43,
10978,ENSG00000158122,Aaed1,ENSMUSG00000021482,AAED1,
10979,ENSG00000158125,Xdh,ENSMUSG00000024066,XDH,
10980,ENSG00000158156,Xkr8,ENSMUSG00000037752,XKR8,
10981,ENSG00000158158,Cnnm4,ENSMUSG00000037408,CNNM4,
10982,ENSG00000158161,Eya3,ENSMUSG00000028886,EYA3,
10983,ENSG00000158163,Dzip1l,ENSMUSG00000037784,DZIP1L,
10984,ENSG00000158164,Tmsb15l,ENSMUSG00000072955,TMSB15A,
10985,ENSG00000158164,Tmsb15b1,ENSMUSG00000089768,TMSB15A,
10986,ENSG00000158164,Tmsb15b2,ENSMUSG00000089996,TMSB15A,
10987,ENSG00000158169,Fancc,ENSMUSG00000021461,FANCC,
10988,ENSG00000158186,Mras,ENSMUSG00000032470,MRAS,
10989,ENSG00000158195,Wasf2,ENSMUSG00000028868,WASF2,
10990,ENSG00000158201,Abhd3,ENSMUSG00000002475,ABHD3,
10991,ENSG00000158220,Esyt3,ENSMUSG00000037681,ESYT3,
10992,ENSG00000158234,Faim,ENSMUSG00000032463,FAIM,
10993,ENSG00000158246,Fam46b,ENSMUSG00000046694,FAM46B,
10994,ENSG00000158258,Clstn2,ENSMUSG00000032452,CLSTN2,
10995,ENSG00000158270,Colec12,ENSMUSG00000036103,COLEC12,
10996,ENSG00000158286,Rnf207,ENSMUSG00000058498,RNF207,
10997,ENSG00000158290,Cul4b,ENSMUSG00000031095,CUL4B,
10998,ENSG00000158292,Gpr153,ENSMUSG00000042804,GPR153,
10999,ENSG00000158296,Slc13a3,ENSMUSG00000018459,SLC13A3,
11000,ENSG00000158301,Gprasp2,ENSMUSG00000072966,GPRASP2,
11001,ENSG00000158315,Rhbdl2,ENSMUSG00000043333,RHBDL2,
11002,ENSG00000158321,Auts2,ENSMUSG00000029673,AUTS2,
11003,ENSG00000158352,Shroom4,ENSMUSG00000068270,SHROOM4,
11004,ENSG00000158373,Hist1h2bm,ENSMUSG00000096807,HIST1H2BD,
11005,ENSG00000158402,Cdc25c,ENSMUSG00000044201,CDC25C,
11006,ENSG00000158406,Hist1h4k,ENSMUSG00000064288,HIST1H4H,
11007,ENSG00000158406,Hist2h4,ENSMUSG00000091405,HIST1H4H,
11008,ENSG00000158411,Mitd1,ENSMUSG00000026088,MITD1,
11009,ENSG00000158417,Eif5b,ENSMUSG00000026083,EIF5B,
11010,ENSG00000158423,Ribc1,ENSMUSG00000025257,RIBC1,
11011,ENSG00000158427,Tmsb15l,ENSMUSG00000072955,TMSB15B,
11012,ENSG00000158427,Tmsb15b2,ENSMUSG00000089996,TMSB15B,
11013,ENSG00000158427,Tmsb15b1,ENSMUSG00000089768,TMSB15B,
11014,ENSG00000158428,Catip,ENSMUSG00000073650,CATIP,
11015,ENSG00000158435,Cnot11,ENSMUSG00000003135,CNOT11,
11016,ENSG00000158445,Kcnb1,ENSMUSG00000050556,KCNB1,
11017,ENSG00000158457,Tspan33,ENSMUSG00000001763,TSPAN33,
11018,ENSG00000158458,Nrg2,ENSMUSG00000060275,NRG2,
11019,ENSG00000158467,Ahcyl2,ENSMUSG00000029772,AHCYL2,
11020,ENSG00000158470,B4galt5,ENSMUSG00000017929,B4GALT5,
11021,ENSG00000158473,Cd1d1,ENSMUSG00000028076,CD1D,
11022,ENSG00000158473,Cd1d2,ENSMUSG00000041750,CD1D,
11023,ENSG00000158480,Spata2,ENSMUSG00000047030,SPATA2,
11024,ENSG00000158483,Eef2kmt,ENSMUSG00000022544,FAM86C1,
11025,ENSG00000158486,Dnah3,ENSMUSG00000052273,DNAH3,
11026,ENSG00000158516,Cpa2,ENSMUSG00000071553,CPA2,
11027,ENSG00000158517,Ncf1,ENSMUSG00000015950,NCF1,
11028,ENSG00000158525,Cpa5,ENSMUSG00000029788,CPA5,
11029,ENSG00000158526,Tsr2,ENSMUSG00000025264,TSR2,
11030,ENSG00000158528,Ppp1r9a,ENSMUSG00000032827,PPP1R9A,
11031,ENSG00000158545,Zc3h18,ENSMUSG00000017478,ZC3H18,
11032,ENSG00000158552,Zfand2b,ENSMUSG00000026197,ZFAND2B,
11033,ENSG00000158553,Pom121l2,ENSMUSG00000016982,POM121L2,
11034,ENSG00000158555,Gdpd5,ENSMUSG00000035314,GDPD5,
11035,ENSG00000158560,Dync1i1,ENSMUSG00000029757,DYNC1I1,
11036,ENSG00000158571,Pfkfb1,ENSMUSG00000025271,PFKFB1,
11037,ENSG00000158578,Alas2,ENSMUSG00000025270,ALAS2,
11038,ENSG00000158604,Tmed4,ENSMUSG00000004394,TMED4,
11039,ENSG00000158615,Ppp1r15b,ENSMUSG00000046062,PPP1R15B,
11040,ENSG00000158623,Copg2,ENSMUSG00000025607,COPG2,
11041,ENSG00000158636,2210018M11Rik,ENSMUSG00000035401,C11orf30,
11042,ENSG00000158669,Agpat6,ENSMUSG00000031545,AGPAT6,
11043,ENSG00000158683,Pkd1l1,ENSMUSG00000046634,PKD1L1,
11044,ENSG00000158691,Zscan12,ENSMUSG00000036721,ZSCAN12,
11045,ENSG00000158710,Tagln2,ENSMUSG00000026547,TAGLN2,
11046,ENSG00000158711,Elk4,ENSMUSG00000026436,ELK4,
11047,ENSG00000158714,Slamf8,ENSMUSG00000053318,SLAMF8,
11048,ENSG00000158715,Slc45a3,ENSMUSG00000026435,SLC45A3,
11049,ENSG00000158716,Dusp23,ENSMUSG00000026544,DUSP23,
11050,ENSG00000158717,Rnf166,ENSMUSG00000014470,RNF166,
11051,ENSG00000158747,Nbl1,ENSMUSG00000041120,NBL1,
11052,ENSG00000158748,Htr6,ENSMUSG00000028747,HTR6,
11053,ENSG00000158769,F11r,ENSMUSG00000038235,F11R,
11054,ENSG00000158773,Usf1,ENSMUSG00000026641,USF1,
11055,ENSG00000158786,Pla2g2f,ENSMUSG00000028749,PLA2G2F,
11056,ENSG00000158792,Spata2l,ENSMUSG00000033594,SPATA2L,
11057,ENSG00000158793,Nit1,ENSMUSG00000013997,NIT1,
11058,ENSG00000158796,Dedd,ENSMUSG00000013973,DEDD,
11059,ENSG00000158805,Zfp276,ENSMUSG00000001065,ZNF276,
11060,ENSG00000158806,Npm2,ENSMUSG00000047911,NPM2,
11061,ENSG00000158813,Eda,ENSMUSG00000059327,EDA,
11062,ENSG00000158815,Fgf17,ENSMUSG00000022101,FGF17,
11063,ENSG00000158816,Vwa5b1,ENSMUSG00000028753,VWA5B1,
11064,ENSG00000158825,Cda,ENSMUSG00000028755,CDA,
11065,ENSG00000158828,Pink1,ENSMUSG00000028756,PINK1,
11066,ENSG00000158850,B4galt3,ENSMUSG00000052423,B4GALT3,
11067,ENSG00000158856,Dmtn,ENSMUSG00000022099,DMTN,
11068,ENSG00000158859,Adamts4,ENSMUSG00000006403,ADAMTS4,
11069,ENSG00000158863,Fam160b2,ENSMUSG00000022095,FAM160B2,
11070,ENSG00000158864,Ndufs2,ENSMUSG00000013593,NDUFS2,
11071,ENSG00000158865,Slc5a11,ENSMUSG00000030769,SLC5A11,
11072,ENSG00000158869,Fcer1g,ENSMUSG00000058715,FCER1G,
11073,ENSG00000158874,Apoa2,ENSMUSG00000005681,APOA2,
11074,ENSG00000158882,Tomm40l,ENSMUSG00000005674,TOMM40L,
11075,ENSG00000158887,Mpz,ENSMUSG00000056569,MPZ,
11076,ENSG00000158901,Wfdc8,ENSMUSG00000070533,WFDC8,
11077,ENSG00000158941,Ccar2,ENSMUSG00000033712,CCAR2,
11078,ENSG00000158955,Wnt9b,ENSMUSG00000018486,WNT9B,
11079,ENSG00000158966,Cachd1,ENSMUSG00000028532,CACHD1,
11080,ENSG00000158985,Cdc42se2,ENSMUSG00000052298,CDC42SE2,
11081,ENSG00000158987,Rapgef6,ENSMUSG00000037533,RAPGEF6,
11082,ENSG00000159023,Epb4.1,ENSMUSG00000028906,EPB41,
11083,ENSG00000159055,Mis18a,ENSMUSG00000022978,MIS18A,
11084,ENSG00000159063,Alg8,ENSMUSG00000035704,ALG8,
11085,ENSG00000159069,Fbxw5,ENSMUSG00000015095,FBXW5,
11086,ENSG00000159082,Synj1,ENSMUSG00000022973,SYNJ1,
11087,ENSG00000159086,Paxbp1,ENSMUSG00000022974,PAXBP1,
11088,ENSG00000159110,Ifnar2,ENSMUSG00000022971,IFNAR2,
11089,ENSG00000159111,Mrpl10,ENSMUSG00000001445,MRPL10,
11090,ENSG00000159128,Ifngr2,ENSMUSG00000022965,IFNGR2,
11091,ENSG00000159131,Gart,ENSMUSG00000022962,GART,
11092,ENSG00000159140,Son,ENSMUSG00000022961,SON,
11093,ENSG00000159147,Donson,ENSMUSG00000022960,DONSON,
11094,ENSG00000159164,Sv2a,ENSMUSG00000038486,SV2A,
11095,ENSG00000159166,Lad1,ENSMUSG00000041782,LAD1,
11096,ENSG00000159167,Stc1,ENSMUSG00000014813,STC1,
11097,ENSG00000159173,Tnni1,ENSMUSG00000026418,TNNI1,
11098,ENSG00000159176,Csrp1,ENSMUSG00000026421,CSRP1,
11099,ENSG00000159184,Hoxb13,ENSMUSG00000049604,HOXB13,
11100,ENSG00000159189,C1qc,ENSMUSG00000036896,C1QC,
11101,ENSG00000159197,Kcne2,ENSMUSG00000039672,KCNE2,
11102,ENSG00000159199,Atp5g1,ENSMUSG00000006057,ATP5G1,
11103,ENSG00000159200,Rcan1,ENSMUSG00000022951,RCAN1,
11104,ENSG00000159202,Ube2z,ENSMUSG00000014349,UBE2Z,
11105,ENSG00000159208,Ciart,ENSMUSG00000038550,CIART,
11106,ENSG00000159210,Snf8,ENSMUSG00000006058,SNF8,
11107,ENSG00000159212,Clic6,ENSMUSG00000022949,CLIC6,
11108,ENSG00000159214,Ccdc24,ENSMUSG00000078588,CCDC24,
11109,ENSG00000159216,Runx1,ENSMUSG00000022952,RUNX1,
11110,ENSG00000159217,Igf2bp1,ENSMUSG00000013415,IGF2BP1,
11111,ENSG00000159224,Gip,ENSMUSG00000014351,GIP,
11112,ENSG00000159228,Cbr1,ENSMUSG00000051483,CBR1,
11113,ENSG00000159231,Cbr3,ENSMUSG00000022947,CBR3,
11114,ENSG00000159239,1700003E16Rik,ENSMUSG00000030030,C2orf81,
11115,ENSG00000159248,Gjd2,ENSMUSG00000068615,GJD2,
11116,ENSG00000159251,Actc1,ENSMUSG00000068614,ACTC1,
11117,ENSG00000159256,Morc3,ENSMUSG00000039456,MORC3,
11118,ENSG00000159259,Chaf1b,ENSMUSG00000022945,CHAF1B,
11119,ENSG00000159261,Cldn14,ENSMUSG00000047109,CLDN14,
11120,ENSG00000159263,Sim2,ENSMUSG00000062713,SIM2,
11121,ENSG00000159267,Hlcs,ENSMUSG00000040820,HLCS,
11122,ENSG00000159289,Golga2,ENSMUSG00000002546,GOLGA6A,
11123,ENSG00000159307,Scube1,ENSMUSG00000016763,SCUBE1,
